id,pdr,ar,cr,mr,energy,hops,dist
1,0.015100671140939598,0.9697986577181208,0.5,0.0,569.7803254924808,2,619.9019378095215
2,0.006535947712418301,0.9836601307189542,0.5,0.2,569.8960223044818,2,479.08848086757416
3,0.004885993485342019,0.993485342019544,0.25,0.0,569.9136797884814,2,544.2679487164387
4,0.005263157894736842,0.9912280701754386,0.2,0.2,569.6833825204786,2,491.93088071394743
5,0.02195945945945946,0.9763513513513513,0.07142857142857142,0.0,569.7922338244794,1,455.06365541906325
6,0.02768729641693811,0.9527687296416938,0.41379310344827586,0.0,569.9396144284806,2,522.0320301475763
7,0.00980392156862745,0.9787581699346405,0.5384615384615384,0.0,569.9139964564833,2,566.1435120179335
8,0.02531645569620253,0.9731012658227848,0.058823529411764705,0.0,576.2207330045268,1,442.081547680968
9,0.00825082508250825,0.9834983498349835,0.4,0.1,569.870675352479,2,600.3065627660587
10,0.0698051948051948,0.9253246753246753,0.06521739130434782,0.0,569.9538015724814,1,380.89807153620507
11,0.09276729559748427,0.8930817610062893,0.11764705882352941,0.014705882352941176,570.0121836124817,2,505.71676074656654
12,0.06143344709897611,0.9368600682593856,0.02702702702702703,0.0,569.793440832481,1,415.87106956363294
13,0.05602716468590832,0.9405772495755518,0.05714285714285714,0.0,569.8191446284803,1,426.2672402378583
14,0.08888888888888889,0.9095238095238095,0.017543859649122806,0.0,570.0333034204826,1,368.5264981571881
15,0.08417508417508418,0.9090909090909091,0.07407407407407407,0.018518518518518517,569.8510714084802,1,360.97036235680065
16,0.22168284789644013,0.7621359223300971,0.06802721088435375,0.0,569.9749710364815,2,413.0936087619851
17,0.008756567425569177,0.9912434325744308,0.0,0.0,569.7612370924818,1,557.2770664579693
18,0.04180602006688963,0.9581939799331104,0.0,0.0,569.8472532364818,1,444.863287314204
19,0.23244147157190637,0.7608695652173914,0.027972027972027972,0.0,569.86695087648,1,282.263977157908
20,0.19815668202764977,0.794162826420891,0.03731343283582089,0.0,570.2841350164828,1,285.6481149946556
21,0.016835016835016835,0.9831649831649831,0.0,0.0,569.8682755444785,1,512.7881326629937
22,0.4185667752442997,0.5602605863192183,0.044444444444444446,0.003703703703703704,569.9809835284799,1,219.1538131746742
23,0.03166666666666667,0.9666666666666667,0.05,0.0,569.8608418804808,2,529.4087692889116
24,0.07614213197969544,0.9035532994923858,0.21052631578947367,0.0,569.825220792478,2,495.7768438521509
25,0.16749585406301823,0.8291873963515755,0.019417475728155338,0.0,571.0984598284872,1,309.1337425775452
26,0.03827751196172249,0.9569377990430622,0.1111111111111111,0.0,570.022719624481,1,421.7451672515051
27,0.2504118616144975,0.7462932454695222,0.012987012987012988,0.0,570.8145578404884,1,264.98856673449137
28,0.4592833876221498,0.5293159609120521,0.02422145328719723,0.0,570.0096586684807,1,214.11313131146346
