id,pdr,ar,cr,mr,energy,hops,dist
1,0.005154639175257732,0.993127147766323,0.25,0.0,569.5557629644798,4,869.2879645346379
2,0.9966216216216216,0.0,0.0033783783783783786,0.0,572.0115098404947,1,34.460473232681494
3,0.29411764705882354,0.670906200317965,0.0821256038647343,0.024154589371980676,572.6174425564998,4,506.7005501289381
4,0.0016313213703099511,0.9951060358890701,0.6666666666666666,0.0,572.2276494004988,3,872.1885701933834
5,0.5168738898756661,0.46181172291296624,0.039603960396039604,0.0,573.787100400508,4,325.16350609419067
6,0.0512396694214876,0.9371900826446281,0.15789473684210525,0.02631578947368421,576.9479919005308,2,556.9886376784592
7,0.03494176372712146,0.956738768718802,0.19230769230769232,0.0,569.6781274324825,3,586.6665529275597
8,0.5178571428571429,0.4788961038961039,0.006230529595015576,0.0,592.1513959806258,1,198.00682520650912
9,0.3598673300165838,0.5920398009950248,0.10569105691056911,0.012195121951219513,569.7475490164813,2,291.8182388763177
10,0.5116279069767442,0.4740608228980322,0.027210884353741496,0.0,569.5214620684802,2,137.84891976492395
11,0.5,0.4766355140186916,0.03571428571428571,0.005952380952380952,569.8901234044807,4,366.2352316016725
12,0.5134228187919463,0.48322147651006714,0.006493506493506494,0.0,585.0331128965813,2,277.6164670023584
13,0.5247863247863248,0.46153846153846156,0.025396825396825397,0.0,582.5696894285636,3,338.2857277958615
14,0.33229329173166927,0.594383775351014,0.16923076923076924,0.011538461538461539,569.8386391324802,5,532.8686993580319
15,0.42301458670988656,0.5494327390599676,0.06115107913669065,0.0,572.2003606564964,5,405.484723872641
16,0.044673539518900345,0.929553264604811,0.34146341463414637,0.024390243902439025,572.292011964497,3,663.1825689212876
17,0.03697749196141479,0.9389067524115756,0.3684210526315789,0.02631578947368421,569.7619421164807,4,714.2120125811024
18,0.4392361111111111,0.484375,0.1414141414141414,0.006734006734006734,569.635881732479,6,472.5412515381795
19,1.0,0.0,0.0,0.0,569.4199975804784,2,74.34330869326573
