id,pdr,ar,cr,mr,energy,hops,dist
1,0.17857142857142858,0.6866883116883117,0.41450777202072536,0.010362694300518135,575.2375638125154,6,619.9019378095215
2,0.13969335604770017,0.7836456558773425,0.3464566929133858,0.007874015748031496,579.8094420965498,3,479.08848086757416
3,0.1383147853736089,0.7456279809220986,0.45,0.00625,569.9206472284839,5,544.2679487164387
4,0.15604026845637584,0.75,0.3422818791946309,0.026845637583892617,572.3312223125001,4,491.93088071394743
5,0.15081967213114755,0.7442622950819672,0.3717948717948718,0.02564102564102564,572.5551619204973,4,455.06365541906325
6,0.1875993640699523,0.6263910969793323,0.4808510638297872,0.01702127659574468,577.226810700531,5,522.0320301475763
7,0.1632,0.6528,0.511520737327189,0.018433179723502304,572.6027231764979,7,566.1435120179335
8,0.18578352180936994,0.7075928917609047,0.34806629834254144,0.016574585635359115,583.3517757245718,3,442.081547680968
9,0.16774193548387098,0.635483870967742,0.5221238938053098,0.017699115044247787,569.9511697204812,8,600.3065627660587
10,0.1291866028708134,0.7543859649122807,0.461038961038961,0.012987012987012988,570.0378165964794,5,380.89807153620507
11,0.17235188509874327,0.7378815080789947,0.3082191780821918,0.03424657534246575,569.6006814844804,3,505.71676074656654
12,0.2413793103448276,0.6775862068965517,0.23529411764705882,0.016042780748663103,569.7621153604782,3,415.87106956363294
13,0.2179930795847751,0.6885813148788927,0.3,0.0,580.8071437325572,4,426.2672402378583
14,0.21283783783783783,0.7297297297297297,0.20625,0.00625,569.8647772444792,2,368.5264981571881
15,0.2296416938110749,0.7068403908794788,0.20555555555555555,0.011111111111111112,585.4233179525849,2,360.97036235680065
16,0.21428571428571427,0.6877076411960132,0.2978723404255319,0.015957446808510637,571.292882940488,3,413.0936087619851
17,0.1157556270096463,0.8006430868167203,0.4032258064516129,0.024193548387096774,569.8678606444811,4,557.2770664579693
18,0.15422885572139303,0.7280265339966833,0.4024390243902439,0.03048780487804878,569.9394457804799,5,444.863287314204
19,0.3860759493670886,0.5569620253164557,0.125,0.0035714285714285713,570.0899466844824,2,282.263977157908
20,0.2822719449225473,0.6265060240963856,0.22580645161290322,0.018433179723502304,581.0637871445572,2,285.6481149946556
21,0.33682634730538924,0.5359281437125748,0.26129032258064516,0.00967741935483871,570.1153727284803,5,512.7881326629937
22,0.4057239057239057,0.5488215488215489,0.10074626865671642,0.0,596.730127176654,1,219.1538131746742
23,0.051094890510948905,0.8613138686131386,0.6052631578947368,0.02631578947368421,569.6038571764769,5,529.4087692889116
24,0.3170731707317073,0.5470383275261324,0.29615384615384616,0.0038461538461538464,572.5651442164985,4,495.7768438521509
25,0.41459627329192544,0.5,0.16149068322981366,0.012422360248447204,570.0849953164839,2,309.1337425775452
26,0.32792207792207795,0.5811688311688312,0.20930232558139536,0.007751937984496124,575.0490068405154,3,421.7451672515051
27,0.24880382775119617,0.6730462519936204,0.2146341463414634,0.024390243902439025,570.0170127844809,2,264.98856673449137
28,0.5111876075731497,0.4010327022375215,0.14080459770114942,0.005747126436781609,569.8329549724812,2,214.11313131146346
29,0.8546409807355516,0.05779334500875657,0.09293680297397769,0.0,569.7823713844799,2,165.11000628671783
30,0.030664395229982964,0.909710391822828,0.6226415094339622,0.03773584905660377,569.8017759844797,5,402.1921791880096
31,0.35906040268456374,0.5687919463087249,0.1517509727626459,0.01556420233463035,577.5256940045334,2,361.5546260248927
32,0.04516129032258064,0.8951612903225806,0.5692307692307692,0.0,570.01231381248,5,296.62804621276115
